source_input,algorithm,model,Repetition,Example,Counter-Example,Number of Words,Depth,Source Subgraph Name,Target Subgraph Name,metric,value
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,0,-1,-1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,1,-1,-1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,2,-1,-1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,3,-1,-1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,4,-1,-1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,0,-1,-1,5,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,1,-1,-1,5,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,2,-1,-1,5,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,3,-1,-1,5,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,4,-1,-1,5,2,subgraph_2,subgraph_3,Recall,1.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,0,-1,1,3,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,1,-1,1,3,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,2,-1,1,3,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,3,-1,1,3,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,4,-1,1,3,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,0,-1,1,3,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,1,-1,1,3,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,2,-1,1,3,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,3,-1,1,3,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,4,-1,1,3,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,0,-1,1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,1,-1,1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,2,-1,1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,3,-1,1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,4,-1,1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,0,-1,1,5,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,1,-1,1,5,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,2,-1,1,5,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,3,-1,1,5,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,4,-1,1,5,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,0,1,-1,3,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,1,1,-1,3,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,2,1,-1,3,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,3,1,-1,3,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,4,1,-1,3,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,0,1,-1,3,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,1,1,-1,3,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,2,1,-1,3,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,3,1,-1,3,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,4,1,-1,3,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,0,1,-1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,1,1,-1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,2,1,-1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,3,1,-1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,4,1,-1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,0,1,-1,5,2,subgraph_2,subgraph_3,Recall,1.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,1,1,-1,5,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,2,1,-1,5,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,3,1,-1,5,2,subgraph_2,subgraph_3,Recall,1.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,4,1,-1,5,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,0,1,1,3,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,1,1,1,3,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,2,1,1,3,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,3,1,1,3,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,4,1,1,3,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,0,1,1,3,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,1,1,1,3,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,2,1,1,3,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,3,1,1,3,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,4,1,1,3,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,0,1,1,5,1,subgraph_2,subgraph_3,Recall,1.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,1,1,1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,2,1,1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,3,1,1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,4,1,1,5,1,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,0,1,1,5,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,1,1,1,5,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,2,1,1,5,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,3,1,1,5,2,subgraph_2,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,algo3,gemini-2.0-flash-exp,4,1,1,5,2,subgraph_2,subgraph_3,Recall,1.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,0,-1,-1,3,1,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,1,-1,-1,3,1,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,2,-1,-1,3,1,subgraph_1,subgraph_3,Recall,0.409091
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,3,-1,-1,3,1,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,4,-1,-1,3,1,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,0,-1,-1,3,2,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,1,-1,-1,3,2,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,2,-1,-1,3,2,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,3,-1,-1,3,2,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,4,-1,-1,3,2,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,0,-1,-1,5,1,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,1,-1,-1,5,1,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,2,-1,-1,5,1,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,3,-1,-1,5,1,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,4,-1,-1,5,1,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,0,-1,-1,5,2,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,1,-1,-1,5,2,subgraph_1,subgraph_3,Recall,0.409091
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,2,-1,-1,5,2,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,3,-1,-1,5,2,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,4,-1,-1,5,2,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,0,-1,1,3,1,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,1,-1,1,3,1,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,2,-1,1,3,1,subgraph_1,subgraph_3,Recall,0.409091
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,3,-1,1,3,1,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,4,-1,1,3,1,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,0,-1,1,3,2,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,1,-1,1,3,2,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,2,-1,1,3,2,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,3,-1,1,3,2,subgraph_1,subgraph_3,Recall,0.409091
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,4,-1,1,3,2,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,0,-1,1,5,1,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,1,-1,1,5,1,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,2,-1,1,5,1,subgraph_1,subgraph_3,Recall,0.0
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,algo3,google-gemini-2.5-pro,3,-1,1,5,1,subgraph_1,subgraph_3,Recall,0.409091
